time,open,high,low,close,tick_volume,real_volume
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
2010-06-15 00:00:00,1221.05,1236.65,1219.7,1233.95,31323,0
