datetime,open,high,low,close,tick_volume,gradient,signal_label,signal_with_time
2018-01-02 00:00:00,1302.96,1307.68,1302.26,1306.2,17564,,Neutral,Neutral (2018-01-02 00:00:00)
2018-01-02 04:00:00,1306.17,1307.66,1305.44,1307.43,15056,1.2300000000000182,Bullish,Bullish (2018-01-02 04:00:00)
2018-01-02 08:00:00,1307.41,1312.39,1307.39,1312.27,37378,4.839999999999918,Bullish,Bullish (2018-01-02 08:00:00)
2018-01-02 12:00:00,1312.26,1314.42,1310.12,1313.95,41137,1.6800000000000637,Bullish,Bullish (2018-01-02 12:00:00)
2018-01-02 16:00:00,1313.95,1314.58,1310.88,1312.48,60982,-1.4700000000000273,Bearish,Bearish (2018-01-02 16:00:00)
2018-01-02 20:00:00,1312.49,1318.92,1312.39,1317.38,28879,4.900000000000091,Bullish,Bullish (2018-01-02 20:00:00)
2018-01-03 00:00:00,1317.48,1321.46,1316.9,1318.28,19415,0.8999999999998636,Bullish,Bullish (2018-01-03 00:00:00)
2018-01-03 04:00:00,1318.28,1318.41,1311.91,1314.66,24558,-3.619999999999891,Bearish,Bearish (2018-01-03 04:00:00)
2018-01-03 08:00:00,1314.66,1315.46,1311.83,1314.68,29790,0.01999999999998181,Bullish,Bullish (2018-01-03 08:00:00)
2018-01-03 12:00:00,1314.66,1317.54,1313.39,1316.43,37887,1.75,Bullish,Bullish (2018-01-03 12:00:00)
2018-01-03 16:00:00,1316.43,1317.96,1314.79,1315.85,54135,-0.5800000000001546,Bearish,Bearish (2018-01-03 16:00:00)
2018-01-03 20:00:00,1315.87,1317.28,1307.46,1313.1,37966,-2.75,Bearish,Bearish (2018-01-03 20:00:00)
2018-01-04 00:00:00,1312.88,1313.61,1305.9,1307.17,23702,-5.929999999999836,Bearish,Bearish (2018-01-04 00:00:00)
2018-01-04 04:00:00,1307.16,1310.28,1306.14,1310.12,17944,2.949999999999818,Bullish,Bullish (2018-01-04 04:00:00)
2018-01-04 08:00:00,1310.12,1314.34,1308.19,1313.77,32179,3.650000000000091,Bullish,Bullish (2018-01-04 08:00:00)
2018-01-04 12:00:00,1313.75,1317.26,1309.23,1314.84,49445,1.0699999999999363,Bullish,Bullish (2018-01-04 12:00:00)
2018-01-04 16:00:00,1314.84,1320.08,1314.29,1319.71,57283,4.870000000000118,Bullish,Bullish (2018-01-04 16:00:00)
2018-01-04 20:00:00,1319.72,1326.01,1318.24,1322.7,35740,2.990000000000009,Bullish,Bullish (2018-01-04 20:00:00)
