Open Time,Open Price,High Price
2025-01-05 02:00:00,98123.53,98212.13
2025-01-05 02:30:00,98181.81,98227.49
2025-01-05 03:00:00,98227.49,98227.49
2025-01-05 03:30:00,98152.01,98187.97
2025-01-05 04:00:00,98187.97,98522.76
2025-01-05 04:30:00,98487.17,98487.17
2025-01-05 05:00:00,98357.46,98425.97
2025-01-05 05:30:00,98425.96,98500.0
2025-01-05 06:00:00,98358.98,98393.94
2025-01-05 06:30:00,98370.34,98500.0
2025-01-05 07:00:00,98451.48,98464.84
2025-01-05 07:30:00,98339.98,98355.83
2025-01-05 08:00:00,98268.77,98268.78
2025-01-05 08:30:00,97897.11,97941.97
2025-01-05 09:00:00,97861.04,97943.02
2025-01-05 09:30:00,97819.32,97910.74
2025-01-05 10:00:00,97652.21,97776.68
2025-01-05 10:30:00,97600.02,97748.84
2025-01-05 11:00:00,97737.48,97822.16
2025-01-05 11:30:00,97727.27,97735.96
2025-01-05 12:00:00,97641.62,97922.89
2025-01-05 12:30:00,97717.26,97956.66
2025-01-05 13:00:00,97770.01,97965.31
2025-01-05 13:30:00,97965.3,98018.96
2025-01-05 14:00:00,97689.96,97779.96
2025-01-05 14:30:00,97484.97,97967.08
2025-01-05 15:00:00,97855.06,98024.48
2025-01-05 15:30:00,97908.1,98281.89
2025-01-05 16:00:00,98028.98,98332.54
2025-01-05 16:30:00,98082.34,98113.29
2025-01-05 17:00:00,98035.17,98078.94
2025-01-05 17:30:00,97968.0,98023.84
2025-01-05 18:00:00,97731.09,97777.46
2025-01-05 18:30:00,97706.91,97927.98
2025-01-05 19:00:00,97918.91,98109.0
2025-01-05 19:30:00,98056.22,98079.64
2025-01-05 20:00:00,98079.64,98678.0
2025-01-05 20:30:00,98482.49,98497.32
2025-01-05 21:00:00,98275.71,98419.94
2025-01-05 21:30:00,98303.62,98522.46
2025-01-05 22:00:00,98496.52,98556.3
2025-01-05 22:30:00,98550.17,98745.45
2025-01-05 23:00:00,98695.21,98836.85
2025-01-05 23:30:00,98475.09,98504.0
2025-01-06 00:00:00,98363.61,98773.48
2025-01-06 00:30:00,98477.68,98561.96
2025-01-06 01:00:00,98217.23,98345.68
2025-01-06 01:30:00,98121.24,98816.28
2025-01-06 02:00:00,98759.42,99333.0
2025-01-06 02:30:00,98757.01,99118.24
2025-01-06 03:00:00,98815.39,99124.24
2025-01-06 03:30:00,99099.09,99235.99
2025-01-06 04:00:00,99037.57,99444.0
2025-01-06 04:30:00,99250.0,99500.88
2025-01-06 05:00:00,99466.09,99666.0
2025-01-06 05:30:00,99660.13,99892.0
2025-01-06 06:00:00,99600.0,99700.0
2025-01-06 06:30:00,99484.84,99763.99
2025-01-06 07:00:00,99512.21,99529.87
2025-01-06 07:30:00,99322.67,99423.68
2025-01-06 08:00:00,99318.7,99625.69
2025-01-06 08:30:00,99395.08,99426.38
2025-01-06 09:00:00,99043.49,99250.0
2025-01-06 09:30:00,99114.26,99145.63
2025-01-06 10:00:00,99000.0,99057.95
2025-01-06 10:30:00,99010.42,99010.43
2025-01-06 11:00:00,98767.96,99312.0
2025-01-06 11:30:00,99248.69,99410.23
2025-01-06 12:00:00,99259.99,99713.13
2025-01-06 12:30:00,99572.49,99572.5
2025-01-06 13:00:00,99157.12,99363.6
2025-01-06 13:30:00,99320.03,99575.85
2025-01-06 14:00:00,99492.5,99600.0
2025-01-06 14:30:00,99055.0,101295.23
2025-01-06 15:00:00,100737.03,101700.62
2025-01-06 15:30:00,101678.11,102468.92
2025-01-06 16:00:00,102147.95,102480.0
2025-01-06 16:30:00,102440.01,102469.35
2025-01-06 17:00:00,102158.67,102158.68
2025-01-06 17:30:00,101830.54,101983.19
2025-01-06 18:00:00,101831.95,102029.02
2025-01-06 18:30:00,101933.84,102053.61
2025-01-06 19:00:00,101738.81,102032.0
2025-01-06 19:30:00,101892.96,102030.3
2025-01-06 20:00:00,101817.22,102318.5
2025-01-06 20:30:00,102114.94,102300.0
2025-01-06 21:00:00,102126.9,102329.98
2025-01-06 21:30:00,102060.61,102070.32
2025-01-06 22:00:00,101611.92,101970.0
2025-01-06 22:30:00,101928.58,102084.13
2025-01-06 23:00:00,102011.98,102176.87
2025-01-06 23:30:00,102082.76,102239.58
2025-01-07 00:00:00,102235.6,102423.57
2025-01-07 00:30:00,102380.85,102724.38
2025-01-07 01:00:00,102042.47,102071.9
2025-01-07 01:30:00,101685.27,102026.6
2025-01-07 02:00:00,101915.66,102018.98
2025-01-07 02:30:00,101848.5,101876.27
2025-01-07 03:00:00,101677.66,101818.19
2025-01-07 03:30:00,101655.51,101798.42
2025-01-07 04:00:00,101708.09,101878.79
2025-01-07 04:30:00,101878.79,101925.77
2025-01-07 05:00:00,101667.02,101786.07
2025-01-07 05:30:00,101718.53,101749.15
2025-01-07 06:00:00,101743.47,101894.47
2025-01-07 06:30:00,101832.9,101858.2
2025-01-07 07:00:00,101820.53,102015.01
2025-01-07 07:30:00,101773.94,101801.6
2025-01-07 08:00:00,101664.81,101812.29
2025-01-07 08:30:00,101789.61,101995.64
2025-01-07 09:00:00,101905.08,101914.11
2025-01-07 09:30:00,101765.06,101769.93
2025-01-07 10:00:00,101723.18,101723.19
2025-01-07 10:30:00,101529.88,101573.94
2025-01-07 11:00:00,101406.78,101453.0
2025-01-07 11:30:00,101364.54,101364.55
2025-01-07 12:00:00,100830.86,100956.99
2025-01-07 12:30:00,100635.12,100919.23
2025-01-07 13:00:00,100750.88,100944.26
2025-01-07 13:30:00,100939.28,100960.06
2025-01-07 14:00:00,100636.8,100862.91
2025-01-07 14:30:00,100759.68,100849.99
2025-01-07 15:00:00,99979.69,100142.99
2025-01-07 15:30:00,98457.16,98546.55
2025-01-07 16:00:00,97952.26,98132.0
2025-01-07 16:30:00,98013.37,98347.81
2025-01-07 17:00:00,97733.58,97806.03
2025-01-07 17:30:00,97320.8,97571.15
2025-01-07 18:00:00,97277.32,97541.6
2025-01-07 18:30:00,97061.84,97127.75
2025-01-07 19:00:00,96750.86,97200.01
2025-01-07 19:30:00,96862.16,96866.81
2025-01-07 20:00:00,96451.99,96715.18
2025-01-07 20:30:00,96272.74,96870.52
2025-01-07 21:00:00,96533.34,97028.08
2025-01-07 21:30:00,96920.01,97094.19
2025-01-07 22:00:00,96501.23,97000.0
2025-01-07 22:30:00,96921.0,97220.76
2025-01-07 23:00:00,97163.99,97169.65
2025-01-07 23:30:00,97066.9,97167.43
2025-01-08 00:00:00,96954.6,97127.97
2025-01-08 00:30:00,96928.42,97268.65
2025-01-08 01:00:00,97268.49,97268.5
2025-01-08 01:30:00,96978.44,97090.91
2025-01-08 02:00:00,96907.16,97181.82
2025-01-08 02:30:00,96979.59,97176.11
2025-01-08 03:00:00,96878.14,96878.14
2025-01-08 03:30:00,96612.26,96800.0
2025-01-08 04:00:00,96525.2,96634.58
2025-01-08 04:30:00,96500.01,96510.17
2025-01-08 05:00:00,96274.8,96631.85
2025-01-08 05:30:00,96620.9,96654.61
2025-01-08 06:00:00,96492.01,96636.37
2025-01-08 06:30:00,96204.91,96206.93
2025-01-08 07:00:00,95284.31,95706.58
2025-01-08 07:30:00,95481.5,95815.52
2025-01-08 08:00:00,95657.09,95976.77
2025-01-08 08:30:00,95838.07,96132.47
2025-01-08 09:00:00,95946.0,96098.1
2025-01-08 09:30:00,95912.72,95919.46
2025-01-08 10:00:00,95432.83,95879.94
2025-01-08 10:30:00,95862.27,96000.0
2025-01-08 11:00:00,95961.03,96052.0
2025-01-08 11:30:00,95555.31,95587.39
2025-01-08 12:00:00,95134.92,95376.56
2025-01-08 12:30:00,95117.56,95347.38
2025-01-08 13:00:00,94888.01,95679.69
2025-01-08 13:30:00,95561.76,95659.98
2025-01-08 14:00:00,95384.01,95685.18
2025-01-08 14:30:00,95439.07,95865.71
2025-01-08 15:00:00,95288.0,96079.32
2025-01-08 15:30:00,94797.38,95523.02
2025-01-08 16:00:00,95493.77,95555.25
2025-01-08 16:30:00,94886.23,95149.61
2025-01-08 17:00:00,94787.87,94847.99
2025-01-08 17:30:00,93016.38,94132.94
2025-01-08 18:00:00,94030.81,95106.33
2025-01-08 18:30:00,94921.4,94933.04
2025-01-08 19:00:00,94242.62,94859.54
2025-01-08 19:30:00,94752.0,94752.0
2025-01-08 20:00:00,94243.89,94404.0
2025-01-08 20:30:00,94012.49,94277.38
2025-01-08 21:00:00,93982.01,94317.04
2025-01-08 21:30:00,94180.46,94596.0
2025-01-08 22:00:00,94468.97,94939.4
2025-01-08 22:30:00,94785.75,95290.99
2025-01-08 23:00:00,95290.93,95310.94
2025-01-08 23:30:00,95028.47,95239.99
2025-01-09 00:00:00,95060.61,95077.09
2025-01-09 00:30:00,94880.0,95150.0
2025-01-09 01:00:00,95135.3,95382.32
2025-01-09 01:30:00,95261.83,95261.84
2025-01-09 02:00:00,94983.82,95030.31
2025-01-09 02:30:00,94484.36,94878.52
2025-01-09 03:00:00,94777.0,94800.69
2025-01-09 03:30:00,94356.5,94366.99
2025-01-09 04:00:00,94027.91,94198.36
2025-01-09 04:30:00,94170.93,94487.74
2025-01-09 05:00:00,94424.24,94537.98
2025-01-09 05:30:00,94492.01,94566.64
2025-01-09 06:00:00,94472.59,94618.63
2025-01-09 06:30:00,94393.14,94438.94
2025-01-09 07:00:00,94095.04,94299.22
2025-01-09 07:30:00,93741.26,93800.0
2025-01-09 08:00:00,93221.59,93312.44
2025-01-09 08:30:00,92990.01,93400.98
2025-01-09 09:00:00,93030.88,93597.3
2025-01-09 09:30:00,93490.69,93787.75
2025-01-09 10:00:00,93516.63,93660.0
2025-01-09 10:30:00,93300.76,93470.0
2025-01-09 11:00:00,93462.43,93877.46
2025-01-09 11:30:00,93720.01,93764.83
2025-01-09 12:00:00,93465.23,93696.97
2025-01-09 12:30:00,93620.01,93679.58
2025-01-09 13:00:00,93421.94,93486.19
2025-01-09 13:30:00,92872.02,92918.83
2025-01-09 14:00:00,91986.41,92741.15
2025-01-09 14:30:00,92440.95,92900.0
2025-01-09 15:00:00,92863.81,93556.59
2025-01-09 15:30:00,93540.52,94588.23
2025-01-09 16:00:00,94244.02,94685.25
2025-01-09 16:30:00,94027.1,94399.99
2025-01-09 17:00:00,94250.96,94293.96
2025-01-09 17:30:00,93802.25,93842.39
2025-01-09 18:00:00,92693.11,92939.32
2025-01-09 18:30:00,92756.01,93239.51
2025-01-09 19:00:00,93020.1,93291.96
2025-01-09 19:30:00,92842.5,93035.4
2025-01-09 20:00:00,91909.59,92371.32
2025-01-09 20:30:00,91291.69,92200.0
2025-01-09 21:00:00,91903.21,92497.66
2025-01-09 21:30:00,92277.93,92350.0
2025-01-09 22:00:00,92108.84,92287.63
2025-01-09 22:30:00,92186.66,92720.67
2025-01-09 23:00:00,92456.32,92689.38
2025-01-09 23:30:00,92227.36,92562.47
2025-01-10 00:00:00,92552.49,92766.64
2025-01-10 00:30:00,92567.01,92850.0
2025-01-10 01:00:00,92775.85,92916.66
2025-01-10 01:30:00,92789.78,93159.16
2025-01-10 02:00:00,93102.52,93548.76
2025-01-10 02:30:00,93515.41,93726.87
2025-01-10 03:00:00,93364.36,93588.0
2025-01-10 03:30:00,93555.0,93727.83
2025-01-10 04:00:00,93696.13,93908.85
2025-01-10 04:30:00,93567.7,93845.83
2025-01-10 05:00:00,93837.69,93895.62
2025-01-10 05:30:00,93808.0,94250.07
2025-01-10 06:00:00,93956.83,94141.91
2025-01-10 06:30:00,93946.06,94319.0
2025-01-10 07:00:00,94252.83,94366.49
2025-01-10 07:30:00,94356.72,95000.0
2025-01-10 08:00:00,94492.62,94766.12
2025-01-10 08:30:00,94692.73,94735.96
2025-01-10 09:00:00,94680.0,94958.64
2025-01-10 09:30:00,94941.24,95000.55
2025-01-10 10:00:00,94793.07,94981.53
2025-01-10 10:30:00,94788.99,95293.4
2025-01-10 11:00:00,95215.73,95267.16
2025-01-10 11:30:00,94803.89,95083.46
2025-01-10 12:00:00,95073.95,95117.26
2025-01-10 12:30:00,94776.87,95063.67
2025-01-10 13:00:00,95023.44,95046.0
2025-01-10 13:30:00,94818.18,94834.77
2025-01-10 14:00:00,93557.23,94680.76
2025-01-10 14:30:00,94409.59,94568.0
2025-01-10 15:00:00,94115.62,94115.62
2025-01-10 15:30:00,93269.55,94524.0
2025-01-10 16:00:00,93730.93,94014.21
2025-01-10 16:30:00,93424.25,94062.94
2025-01-10 17:00:00,93645.06,94363.64
2025-01-10 17:30:00,94363.63,95836.0
2025-01-10 18:00:00,95793.04,95793.04
2025-01-10 18:30:00,94962.28,95135.5
2025-01-10 19:00:00,94861.62,95188.06
2025-01-10 19:30:00,94984.52,95386.74
2025-01-10 20:00:00,95327.07,95442.15
2025-01-10 20:30:00,94924.84,94985.63
2025-01-10 21:00:00,94669.06,94917.6
2025-01-10 21:30:00,94871.99,94923.05
2025-01-10 22:00:00,94613.26,94818.19
2025-01-10 22:30:00,94803.54,94955.54
2025-01-10 23:00:00,94767.69,94894.81
2025-01-10 23:30:00,94876.21,94890.12
2025-01-11 00:00:00,94726.1,94746.37
2025-01-11 00:30:00,94496.81,94616.0
2025-01-11 01:00:00,94600.7,94696.97
2025-01-11 01:30:00,94526.43,94575.76
2025-01-11 02:00:00,94424.26,94495.9
2025-01-11 02:30:00,94275.47,94483.18
2025-01-11 03:00:00,94424.24,94429.84
2025-01-11 03:30:00,94161.95,94272.73
2025-01-11 04:00:00,94206.96,94316.09
2025-01-11 04:30:00,94071.22,94097.4
2025-01-11 05:00:00,94063.29,94212.1
2025-01-11 05:30:00,94189.65,94381.08
2025-01-11 06:00:00,94366.7,94441.87
2025-01-11 06:30:00,94406.52,94419.5
2025-01-11 07:00:00,94216.26,94333.34
2025-01-11 07:30:00,94187.87,94275.02
2025-01-11 08:00:00,94246.36,94408.34
2025-01-11 08:30:00,94357.86,94361.94
2025-01-11 09:00:00,94074.8,94231.57
2025-01-11 09:30:00,94231.57,94329.8
2025-01-11 10:00:00,94329.46,94415.99
2025-01-11 10:30:00,94362.35,94528.27
2025-01-11 11:00:00,94488.87,94660.97
2025-01-11 11:30:00,94597.03,94791.67
2025-01-11 12:00:00,94625.66,94655.2
2025-01-11 12:30:00,94601.26,94631.06
2025-01-11 13:00:00,94550.0,94606.11
2025-01-11 13:30:00,94451.02,94475.39
2025-01-11 14:00:00,94400.01,94460.44
2025-01-11 14:30:00,94389.26,94638.44
2025-01-11 15:00:00,94620.0,94647.05
2025-01-11 15:30:00,94451.89,94487.41
2025-01-11 16:00:00,94410.26,94499.12
2025-01-11 16:30:00,94432.54,94708.12
2025-01-11 17:00:00,94448.14,94448.14
2025-01-11 17:30:00,94112.85,94243.9
2025-01-11 18:00:00,94151.51,94306.62
2025-01-11 18:30:00,94289.08,94298.95
2025-01-11 19:00:00,94275.79,94327.4
2025-01-11 19:30:00,94246.6,94257.22
2025-01-11 20:00:00,94249.27,94483.04
2025-01-11 20:30:00,94483.04,94668.31
2025-01-11 21:00:00,94586.12,94877.99
2025-01-11 21:30:00,94808.93,95050.94
2025-01-11 22:00:00,94940.75,95005.0
2025-01-11 22:30:00,94724.06,94799.4
2025-01-11 23:00:00,94593.8,94705.0
2025-01-11 23:30:00,94677.45,94753.37
2025-01-12 00:00:00,94599.99,94655.22
2025-01-12 00:30:00,94516.57,94575.76
2025-01-12 01:00:00,94452.08,94485.26
2025-01-12 01:30:00,94350.18,94589.46
2025-01-12 02:00:00,94580.0,94584.79
2025-01-12 02:30:00,94545.45,94670.0
2025-01-12 03:00:00,94625.25,94699.0
2025-01-12 03:30:00,94453.67,94622.4
2025-01-12 04:00:00,94622.4,94650.0
2025-01-12 04:30:00,94632.43,94641.11
2025-01-12 05:00:00,94587.99,94627.8
2025-01-12 05:30:00,94592.54,94600.42
2025-01-12 06:00:00,94571.43,94616.0
2025-01-12 06:30:00,94488.74,94521.49
2025-01-12 07:00:00,94381.78,94441.42
2025-01-12 07:30:00,94392.2,94439.94
2025-01-12 08:00:00,94323.85,94393.57
2025-01-12 08:30:00,94342.43,94342.44
2025-01-12 09:00:00,94170.01,94222.41
2025-01-12 09:30:00,94000.01,94029.43
2025-01-12 10:00:00,93906.21,94056.04
2025-01-12 10:30:00,93935.63,94040.14
2025-01-12 11:00:00,94015.17,94325.03
2025-01-12 11:30:00,94285.95,94348.64
2025-01-12 12:00:00,94255.1,94600.0
2025-01-12 12:30:00,94442.03,94475.07
2025-01-12 13:00:00,94328.21,94721.29
2025-01-12 13:30:00,94648.29,94730.04
2025-01-12 14:00:00,94663.77,94980.21
2025-01-12 14:30:00,94824.53,94994.49
2025-01-12 15:00:00,94811.0,95450.1
2025-01-12 15:30:00,95267.19,95309.39
2025-01-12 16:00:00,95071.91,95131.05
2025-01-12 16:30:00,94882.01,95063.89
2025-01-12 17:00:00,95046.76,95206.07
2025-01-12 17:30:00,95089.55,95271.56
2025-01-12 18:00:00,95139.46,95314.12
2025-01-12 18:30:00,95102.8,95107.7
2025-01-12 19:00:00,94992.65,95055.93
2025-01-12 19:30:00,94708.48,94805.08
2025-01-12 20:00:00,94650.26,94800.0
2025-01-12 20:30:00,94772.32,94777.43
2025-01-12 21:00:00,94687.69,94727.28
2025-01-12 21:30:00,94609.09,94647.99
2025-01-12 22:00:00,94352.7,94362.92
2025-01-12 22:30:00,93916.09,94163.15
2025-01-12 23:00:00,93962.91,94291.57
2025-01-12 23:30:00,94287.16,94563.82
2025-01-13 00:00:00,94545.07,95592.11
2025-01-13 00:30:00,95261.67,95940.0
2025-01-13 01:00:00,95325.43,95400.0
2025-01-13 01:30:00,95176.41,95243.14
2025-01-13 02:00:00,94218.01,94500.0
2025-01-13 02:30:00,94326.53,94350.0
2025-01-13 03:00:00,94217.43,94408.17
2025-01-13 03:30:00,94300.02,94384.55
2025-01-13 04:00:00,94269.23,94880.0
2025-01-13 04:30:00,94807.18,94913.03
2025-01-13 05:00:00,94503.34,94543.28
2025-01-13 05:30:00,94249.27,94275.95
2025-01-13 06:00:00,94181.37,94327.35
2025-01-13 06:30:00,94114.0,94123.81
2025-01-13 07:00:00,93637.38,93789.91
2025-01-13 07:30:00,93702.23,93947.3
2025-01-13 08:00:00,93590.24,93661.55
2025-01-13 08:30:00,93237.24,93336.26
2025-01-13 09:00:00,93039.11,93195.99
2025-01-13 09:30:00,92813.86,93185.34
2025-01-13 10:00:00,92846.79,92889.06
2025-01-13 10:30:00,92006.73,92006.73
2025-01-13 11:00:00,91644.96,91776.04
2025-01-13 11:30:00,91462.92,91532.59
2025-01-13 12:00:00,90851.23,91350.0
2025-01-13 12:30:00,90849.16,91017.41
2025-01-13 13:00:00,90732.0,91780.0
2025-01-13 13:30:00,91409.96,91529.41
2025-01-13 14:00:00,91131.41,91155.46
2025-01-13 14:30:00,90947.73,92300.0
2025-01-13 15:00:00,91833.03,93100.0
2025-01-13 15:30:00,92215.11,92720.0
2025-01-13 16:00:00,92123.75,92289.07
2025-01-13 16:30:00,91693.49,92189.04
2025-01-13 17:00:00,91343.21,92133.6
2025-01-13 17:30:00,92027.84,92300.0
2025-01-13 18:00:00,91983.96,92405.39
2025-01-13 18:30:00,91717.09,92244.17
2025-01-13 19:00:00,92077.65,92332.0
2025-01-13 19:30:00,92172.0,92534.1
2025-01-13 20:00:00,92312.18,92394.95
2025-01-13 20:30:00,92129.33,93783.12
2025-01-13 21:00:00,93575.53,93938.37
2025-01-13 21:30:00,93855.98,94472.0
2025-01-13 22:00:00,94193.49,94727.15
2025-01-13 22:30:00,94555.61,94593.92
2025-01-13 23:00:00,94399.99,94486.63
2025-01-13 23:30:00,94265.54,94612.7
2025-01-14 00:00:00,94536.11,94880.0
2025-01-14 00:30:00,94584.48,94638.04
2025-01-14 01:00:00,94470.76,95041.17
2025-01-14 01:30:00,94928.51,94991.6
2025-01-14 02:00:00,94834.5,95280.8
2025-01-14 02:30:00,95209.99,95222.0
2025-01-14 03:00:00,94882.65,95112.61
2025-01-14 03:30:00,95038.78,95093.75
2025-01-14 04:00:00,94861.39,95149.32
2025-01-14 04:30:00,94938.33,95122.0
2025-01-14 05:00:00,95119.18,95464.71
2025-01-14 05:30:00,95171.8,95233.3
2025-01-14 06:00:00,94916.08,94990.51
2025-01-14 06:30:00,94823.11,95031.94
2025-01-14 07:00:00,95031.93,95168.6
2025-01-14 07:30:00,95030.84,95100.0
2025-01-14 08:00:00,94863.99,95750.0
2025-01-14 08:30:00,95350.99,95819.7
2025-01-14 09:00:00,95488.51,96475.44
2025-01-14 09:30:00,96407.72,97371.0
2025-01-14 10:00:00,97159.43,97194.26
2025-01-14 10:30:00,96753.68,96814.13
2025-01-14 11:00:00,96686.09,96687.15
2025-01-14 11:30:00,96462.8,96680.0
2025-01-14 12:00:00,96548.04,96700.0
2025-01-14 12:30:00,96168.88,96320.97
2025-01-14 13:00:00,95988.01,96110.0
2025-01-14 13:30:00,95898.66,97263.02
2025-01-14 14:00:00,96336.0,96839.99
2025-01-14 14:30:00,96791.75,97265.48
2025-01-14 15:00:00,96293.61,96974.82
2025-01-14 15:30:00,96494.96,96900.0
2025-01-14 16:00:00,96471.65,96471.66
2025-01-14 16:30:00,95867.98,95989.5
2025-01-14 17:00:00,95745.42,96215.86
2025-01-14 17:30:00,96038.82,96550.46
2025-01-14 18:00:00,96527.96,96697.48
2025-01-14 18:30:00,96642.25,96958.97
2025-01-14 19:00:00,96777.79,97033.76
2025-01-14 19:30:00,96871.99,97088.57
2025-01-14 20:00:00,96537.23,96921.13
2025-01-14 20:30:00,96897.91,96913.79
2025-01-14 21:00:00,96505.98,96678.18
2025-01-14 21:30:00,96517.21,96517.21
2025-01-14 22:00:00,96486.1,96657.78
2025-01-14 22:30:00,96650.23,96741.95
2025-01-14 23:00:00,96691.91,96780.02
2025-01-14 23:30:00,96522.07,96721.68
2025-01-15 00:00:00,96560.85,97266.36
2025-01-15 00:30:00,97208.21,97332.52
2025-01-15 01:00:00,96889.36,97213.95
2025-01-15 01:30:00,97116.45,97554.63
2025-01-15 02:00:00,97349.61,97464.8
2025-01-15 02:30:00,96948.85,97062.83
2025-01-15 03:00:00,96824.06,97225.0
2025-01-15 03:30:00,96926.65,97324.0
2025-01-15 04:00:00,97317.12,97724.96
2025-01-15 04:30:00,97260.96,97374.38
2025-01-15 05:00:00,97189.71,97242.29
2025-01-15 05:30:00,96973.31,97077.72
2025-01-15 06:00:00,97029.97,97100.0
2025-01-15 06:30:00,96860.0,97147.95
2025-01-15 07:00:00,97105.48,97566.32
2025-01-15 07:30:00,97539.57,97600.31
2025-01-15 08:00:00,97301.35,97487.42
2025-01-15 08:30:00,97487.42,97524.0
2025-01-15 09:00:00,97202.27,97366.11
2025-01-15 09:30:00,96889.14,97054.23
2025-01-15 10:00:00,96816.47,97100.0
2025-01-15 10:30:00,97072.01,97136.28
2025-01-15 11:00:00,96933.59,96942.37
2025-01-15 11:30:00,96641.11,96781.9
2025-01-15 12:00:00,96762.19,96795.14
2025-01-15 12:30:00,96591.97,97194.35
2025-01-15 13:00:00,96942.92,97333.0
2025-01-15 13:30:00,97286.6,99073.39
2025-01-15 14:00:00,98963.99,99451.0
2025-01-15 14:30:00,98729.41,99499.0
2025-01-15 15:00:00,99434.8,99799.98
2025-01-15 15:30:00,99712.45,99712.45
2025-01-15 16:00:00,98992.42,99479.53
2025-01-15 16:30:00,99274.64,99274.64
2025-01-15 17:00:00,98995.58,99335.91
2025-01-15 17:30:00,99102.02,99307.69
2025-01-15 18:00:00,98645.65,99152.67
2025-01-15 18:30:00,99087.21,99483.87
2025-01-15 19:00:00,99446.15,99600.0
2025-01-15 19:30:00,99365.93,99990.0
2025-01-15 20:00:00,99844.91,100681.94
2025-01-15 20:30:00,100179.62,100200.02
2025-01-15 21:00:00,99566.34,99876.4
2025-01-15 21:30:00,99782.71,99838.77
2025-01-15 22:00:00,99671.99,99701.2
2025-01-15 22:30:00,99580.02,99838.28
2025-01-15 23:00:00,99713.45,100161.73
2025-01-15 23:30:00,100138.25,100510.05
2025-01-16 00:00:00,100497.35,100866.66
2025-01-16 00:30:00,100353.39,100427.89
2025-01-16 01:00:00,99869.26,100119.71
2025-01-16 01:30:00,99982.09,100200.0
2025-01-16 02:00:00,100082.35,100112.0
2025-01-16 02:30:00,99729.06,99882.95
2025-01-16 03:00:00,99637.78,99848.0
2025-01-16 03:30:00,99540.0,99545.45
