time,open,high,low,close,tick_volume
2018-09-19,1197.13,1206.23,1197.13,1203.92,145542
2018-09-20,1204.0,1208.46,1201.33,1207.09,133980
2018-09-21,1207.15,1211.06,1191.85,1199.58,158894
2018-09-24,1198.85,1204.21,1194.46,1198.81,138134
2018-09-25,1198.55,1203.37,1197.12,1201.15,128411
2018-09-26,1200.81,1202.49,1190.55,1194.37,145312
2018-09-27,1194.75,1198.64,1181.9,1182.76,163152
2018-09-28,1182.71,1193.84,1180.67,1191.95,158578
2018-10-01,1192.32,1192.41,1184.63,1188.74,136914
2018-10-02,1188.77,1208.27,1188.46,1202.94,150888
2018-10-03,1203.78,1208.3,1196.62,1197.28,150889
2018-10-04,1197.47,1206.82,1196.01,1199.83,164535
2018-10-05,1199.68,1205.84,1197.29,1202.91,163205
2018-10-08,1203.09,1204.1,1183.37,1187.95,123374
2018-10-09,1188.62,1191.93,1183.33,1189.71,164056
2018-10-10,1189.47,1194.8,1185.36,1194.64,154871
2018-10-11,1194.54,1226.34,1191.3,1224.2,227228
2018-10-12,1224.13,1224.17,1215.87,1218.08,166508
2018-10-15,1217.36,1233.3,1216.89,1226.86,153193
2018-10-16,1226.77,1232.45,1223.39,1224.73,144930
2018-10-17,1224.51,1229.54,1220.67,1222.22,151518
2018-10-18,1221.98,1230.16,1218.72,1225.75,162615
2018-10-19,1225.54,1230.83,1223.15,1226.26,131610
2018-10-22,1227.32,1229.59,1220.11,1222.0,116675
2018-10-23,1221.77,1239.78,1221.71,1230.11,159973
2018-10-24,1230.3,1234.25,1225.66,1234.04,144933
2018-10-25,1233.65,1239.24,1228.14,1232.1,167461
2018-10-26,1232.09,1243.45,1230.08,1233.61,209049
2018-10-29,1234.01,1235.41,1224.38,1229.35,166037
2018-10-30,1230.11,1230.63,1219.93,1223.02,174633
2018-10-31,1222.9,1223.32,1212.02,1214.63,152188
2018-11-01,1215.31,1237.39,1214.72,1233.14,167720
2018-11-02,1233.78,1236.45,1229.77,1232.96,177326
2018-11-05,1233.05,1235.18,1226.88,1231.59,122781
2018-11-06,1231.44,1235.95,1223.51,1226.93,120290
2018-11-07,1227.07,1236.43,1223.01,1226.55,178320
2018-11-08,1226.19,1227.17,1220.16,1223.49,155619
2018-11-09,1223.32,1223.66,1206.78,1209.37,161263
2018-11-12,1209.74,1211.51,1200.19,1200.47,123009
2018-11-13,1200.36,1205.25,1196.33,1202.12,156952
2018-11-14,1201.24,1216.6,1197.71,1210.78,178311
2018-11-15,1211.05,1216.48,1207.92,1213.26,188726
2018-11-16,1213.66,1225.33,1213.17,1221.51,152220
2018-11-19,1222.38,1225.29,1218.03,1224.02,124178
2018-11-20,1224.06,1228.79,1219.98,1221.56,146945
2018-11-21,1221.6,1230.08,1219.78,1225.93,133362
2018-11-22,1224.84,1229.13,1224.84,1227.37,71820
2018-11-23,1225.71,1228.58,1220.19,1222.78,92506
2018-11-26,1223.52,1228.1,1221.77,1222.1,111510
2018-11-27,1222.16,1225.3,1211.93,1214.83,130034
2018-11-28,1214.63,1226.59,1211.2,1220.85,131844
2018-11-29,1221.05,1229.03,1220.54,1224.21,129125
2018-11-30,1224.16,1225.61,1216.71,1222.22,112049
2018-12-03,1224.79,1234.98,1219.59,1230.71,142517
2018-12-04,1230.33,1241.97,1230.27,1238.46,158955
2018-12-05,1238.92,1239.28,1233.34,1237.09,87537
2018-12-06,1237.65,1244.36,1234.78,1237.82,195158
2018-12-07,1237.26,1250.07,1237.21,1248.59,152681
2018-12-10,1249.67,1250.94,1241.63,1244.37,150097
2018-12-11,1244.06,1249.57,1241.07,1243.02,144302
2018-12-12,1242.98,1247.25,1242.03,1245.58,142790
2018-12-13,1245.67,1246.76,1240.17,1241.95,122580
2018-12-14,1241.73,1243.08,1232.95,1238.38,122058
2018-12-17,1238.85,1248.14,1235.83,1245.9,283877
2018-12-18,1245.83,1250.44,1245.1,1249.45,312938
2018-12-19,1249.69,1258.09,1241.74,1242.99,389691
2018-12-20,1243.45,1266.51,1242.76,1259.7,478942
2018-12-21,1260.02,1262.8,1253.96,1255.46,398595
2018-12-24,1257.5,1269.6,1257.14,1268.9,286807
2018-12-26,1269.47,1279.12,1264.31,1266.93,342365
2018-12-27,1266.8,1278.98,1266.18,1275.64,459532
2018-12-28,1275.04,1282.17,1274.3,1280.66,366170
2018-12-31,1280.65,1284.11,1277.47,1282.46,251781
2019-01-02,1282.23,1288.78,1278.74,1284.51,378836
2019-01-03,1284.2,1295.0,1284.2,1294.19,462408
2019-01-04,1294.07,1298.61,1276.66,1284.91,461017
2019-01-07,1284.89,1295.1,1282.71,1289.23,349329
2019-01-08,1288.9,1290.25,1279.43,1285.27,347839
2019-01-09,1284.99,1293.9,1280.13,1293.25,313362
2019-01-10,1292.81,1297.09,1286.19,1286.5,153108
2019-01-11,1286.89,1295.18,1286.74,1287.47,145250
2019-01-14,1287.64,1295.9,1287.41,1291.54,124844
2019-01-15,1291.92,1294.73,1286.76,1289.35,147119
2019-01-16,1289.77,1295.0,1287.91,1293.49,127087
2019-01-17,1294.05,1295.35,1288.77,1291.95,166106
2019-01-18,1292.22,1292.51,1280.67,1281.52,121512
2019-01-21,1281.61,1283.59,1276.82,1280.22,54282
2019-01-22,1280.07,1285.52,1277.46,1285.04,109965
2019-01-23,1284.85,1286.55,1278.7,1282.7,111514
2019-01-24,1282.77,1284.85,1276.81,1281.09,138737
2019-01-25,1280.8,1304.07,1279.96,1302.51,131350
2019-01-28,1302.95,1304.45,1297.71,1303.18,110737
2019-01-29,1303.19,1311.99,1302.74,1311.46,117300
2019-01-30,1311.7,1323.39,1309.08,1319.66,146017
2019-01-31,1320.33,1326.3,1317.51,1321.35,147617
2019-02-01,1321.1,1323.61,1316.18,1317.69,141055
2019-02-04,1318.07,1319.09,1308.66,1312.12,109377
2019-02-05,1312.06,1316.91,1310.76,1315.25,115384
2019-02-06,1315.1,1315.85,1305.73,1306.51,114060
2019-02-07,1306.25,1311.98,1302.81,1310.1,127810
2019-02-08,1310.29,1315.67,1307.82,1314.11,104618
2019-02-11,1313.88,1314.89,1303.72,1308.14,99525
2019-02-12,1308.15,1314.82,1306.54,1310.76,109768
2019-02-13,1310.5,1318.22,1305.07,1306.14,117508
2019-02-14,1306.01,1314.42,1302.37,1312.41,144340
2019-02-15,1312.6,1322.63,1311.43,1321.28,112470
2019-02-18,1321.02,1327.65,1320.68,1326.41,72396
2019-02-19,1326.34,1341.87,1322.9,1341.06,140944
2019-02-20,1340.28,1346.76,1336.87,1338.49,146064
2019-02-21,1338.2,1341.53,1321.08,1323.28,182454
2019-02-22,1323.65,1333.13,1321.54,1327.85,148623
2019-02-25,1327.69,1332.64,1325.19,1327.4,134485
2019-02-26,1327.43,1330.19,1323.55,1328.94,132175
2019-02-27,1328.68,1329.92,1316.96,1319.76,126305
2019-02-28,1318.77,1327.31,1312.65,1313.14,147083
2019-03-01,1313.85,1315.25,1290.22,1293.55,167539
2019-03-04,1293.51,1297.08,1282.85,1286.63,122844
2019-03-05,1286.66,1289.64,1281.19,1287.8,114472
2019-03-06,1287.54,1290.96,1283.65,1286.4,113801
2019-03-07,1286.09,1289.03,1280.9,1285.53,120751
2019-03-08,1286.08,1300.76,1285.21,1298.23,134986
2019-03-11,1297.95,1299.14,1290.49,1293.4,96555
2019-03-12,1293.71,1302.24,1292.08,1301.43,114095
2019-03-13,1301.5,1311.29,1300.63,1309.07,96695
2019-03-14,1309.01,1310.38,1292.86,1296.12,88318
2019-03-15,1296.29,1306.41,1294.04,1302.05,105978
2019-03-18,1301.99,1306.75,1298.23,1303.6,80116
2019-03-19,1303.49,1310.91,1302.35,1306.44,84642
2019-03-20,1305.72,1316.98,1298.71,1312.52,120881
2019-03-21,1312.92,1320.39,1303.31,1309.39,113087
2019-03-22,1309.3,1314.97,1306.86,1313.29,134761
2019-03-25,1313.56,1324.54,1311.02,1321.84,103046
2019-03-26,1321.81,1323.29,1312.73,1315.6,108897
2019-03-27,1315.57,1319.31,1308.17,1309.35,113746
2019-03-28,1309.67,1312.36,1288.53,1290.29,131850
2019-03-29,1290.27,1299.83,1286.8,1292.0,122147
2019-04-01,1292.28,1297.05,1286.52,1287.63,104490
2019-04-02,1287.38,1292.6,1285.32,1292.41,87163
2019-04-03,1292.21,1294.61,1288.42,1289.83,92332
2019-04-04,1290.3,1294.42,1280.9,1292.21,82279
2019-04-05,1292.43,1293.64,1284.44,1291.5,95794
2019-04-08,1291.22,1303.74,1291.22,1297.41,82437
2019-04-09,1297.59,1306.2,1296.61,1304.06,85339
2019-04-10,1303.94,1310.62,1300.96,1308.03,88191
2019-04-11,1307.97,1309.22,1289.68,1292.6,90777
2019-04-12,1292.66,1295.79,1290.06,1290.42,86094
2019-04-15,1291.16,1292.03,1282.56,1287.88,80881
2019-04-16,1287.89,1288.76,1272.99,1276.79,91246
2019-04-17,1276.57,1279.81,1273.09,1273.99,86378
2019-04-18,1274.26,1277.69,1271.18,1275.46,84846
2019-04-22,1275.78,1279.84,1273.85,1274.87,60371
2019-04-23,1275.29,1276.53,1266.34,1272.19,78310
2019-04-24,1272.08,1278.6,1268.79,1275.61,94038
2019-04-25,1275.76,1282.6,1273.4,1277.18,92701
2019-04-26,1276.97,1288.72,1274.5,1285.92,104097
2019-04-29,1286.45,1286.89,1278.09,1279.79,71856
2019-04-30,1279.91,1286.25,1279.81,1283.44,102335
2019-05-01,1283.16,1287.24,1272.97,1276.63,93103
2019-05-02,1276.52,1278.05,1266.31,1270.46,91832
2019-05-03,1270.7,1282.59,1268.51,1279.04,99899
2019-05-06,1280.75,1285.79,1277.05,1280.38,99340
2019-05-07,1281.36,1286.11,1278.25,1284.36,94025
2019-05-08,1284.08,1291.51,1279.39,1280.79,92217
2019-05-09,1280.73,1288.25,1279.64,1283.89,105479
2019-05-10,1283.96,1289.42,1283.19,1285.75,101021
2019-05-13,1287.58,1301.28,1282.02,1299.78,99542
2019-05-14,1300.13,1303.33,1293.75,1296.91,72542
2019-05-15,1297.22,1300.9,1293.07,1296.48,86686
2019-05-16,1296.34,1298.75,1284.14,1286.61,75923
2019-05-17,1286.82,1288.95,1274.87,1277.71,87387
2019-05-20,1277.55,1279.06,1273.69,1277.73,81159
2019-05-21,1277.36,1277.95,1269.55,1274.73,70007
2019-05-22,1274.62,1277.33,1272.52,1273.33,68848
2019-05-23,1271.75,1287.31,1271.68,1283.4,95572
2019-05-24,1283.46,1285.27,1280.76,1284.82,70930
2019-05-27,1284.77,1287.42,1283.81,1285.03,33617
2019-05-28,1285.43,1286.66,1276.14,1279.38,84366
2019-05-29,1279.35,1285.58,1279.11,1279.84,98017
2019-05-30,1280.03,1289.2,1275.06,1288.42,83269
2019-05-31,1288.28,1306.96,1288.03,1305.55,129315
2019-06-03,1306.98,1327.99,1305.95,1324.71,127103
2019-06-04,1325.05,1329.09,1320.03,1325.4,114169
2019-06-05,1325.7,1344.1,1324.55,1330.24,141920
2019-06-06,1331.61,1339.81,1327.26,1335.5,121818
2019-06-07,1335.25,1348.26,1330.31,1340.38,111163
2019-06-10,1336.48,1337.76,1325.12,1327.99,96765
2019-06-11,1328.29,1329.9,1319.92,1326.79,98489
2019-06-12,1327.0,1338.4,1326.03,1333.36,109425
2019-06-13,1333.98,1343.17,1332.42,1341.89,101832
2019-06-14,1342.36,1358.2,1337.86,1341.33,137084
2019-06-17,1341.82,1343.55,1333.04,1339.61,103755
2019-06-18,1340.29,1354.69,1338.65,1346.55,139208
2019-06-19,1346.41,1362.56,1341.38,1360.23,135069
2019-06-20,1360.44,1394.01,1357.73,1388.44,204627
2019-06-21,1387.29,1411.78,1382.39,1398.96,205079
2019-06-24,1400.19,1421.47,1399.84,1419.32,160210
2019-06-25,1419.47,1439.12,1411.98,1423.42,222454
2019-06-26,1423.54,1424.49,1401.79,1408.79,189200
2019-06-27,1409.13,1412.14,1398.68,1409.38,150976
2019-06-28,1409.74,1424.7,1405.7,1409.46,148102
2019-07-01,1398.45,1398.45,1381.8,1383.61,171207
2019-07-02,1383.14,1421.02,1383.14,1418.26,160146
2019-07-03,1421.32,1437.72,1412.09,1418.65,187031
2019-07-04,1419.89,1421.71,1410.27,1415.35,72282
2019-07-05,1415.41,1424.2,1386.78,1398.68,168544
2019-07-08,1398.13,1407.66,1391.78,1395.47,132059
2019-07-09,1395.74,1400.1,1385.86,1397.38,117004
2019-07-10,1397.56,1418.67,1389.96,1418.53,155757
2019-07-11,1418.75,1427.17,1400.78,1403.5,160150
2019-07-12,1404.37,1416.92,1403.0,1415.25,140764
2019-07-15,1415.36,1419.75,1407.77,1413.77,114178
2019-07-16,1414.44,1418.27,1401.0,1405.75,138000
2019-07-17,1406.21,1426.79,1400.14,1426.39,136680
2019-07-18,1426.45,1448.13,1414.6,1445.76,179406
2019-07-19,1446.69,1452.98,1420.23,1425.01,186511
2019-07-22,1427.54,1430.02,1422.28,1424.67,128240
2019-07-23,1425.33,1430.19,1414.27,1417.45,146150
2019-07-24,1418.0,1429.52,1416.35,1425.15,123558
2019-07-25,1426.27,1433.83,1411.05,1414.25,145970
2019-07-26,1414.97,1424.84,1413.53,1418.27,117290
2019-07-29,1418.55,1428.14,1414.81,1426.72,89930
2019-07-30,1426.61,1433.26,1422.32,1430.66,116953
2019-07-31,1431.09,1434.21,1410.56,1411.66,145626
2019-08-01,1413.35,1446.08,1400.56,1444.54,210798
2019-08-02,1445.22,1449.11,1430.32,1440.76,237734
2019-08-05,1440.75,1469.77,1436.8,1463.94,232584
2019-08-06,1468.64,1474.93,1456.45,1474.17,189956
2019-08-07,1474.43,1510.41,1472.22,1501.52,226655
2019-08-08,1500.25,1509.55,1490.07,1500.8,170601
2019-08-09,1504.08,1509.19,1494.81,1496.98,148735
2019-08-12,1497.63,1519.87,1487.41,1511.6,136876
2019-08-13,1510.79,1535.04,1480.1,1501.29,178779
2019-08-14,1501.74,1524.06,1494.2,1516.26,198372
2019-08-15,1515.94,1527.01,1507.92,1523.35,212454
2019-08-16,1523.05,1528.05,1503.77,1512.31,147607
2019-08-19,1512.22,1512.97,1493.28,1495.75,129085
2019-08-20,1496.0,1508.56,1492.88,1507.39,111837
2019-08-21,1507.7,1508.08,1496.57,1502.52,103213
2019-08-22,1502.38,1504.58,1492.53,1498.15,98111
2019-08-23,1498.41,1530.24,1493.58,1526.8,171102
2019-08-26,1535.09,1555.03,1525.08,1527.37,194112
2019-08-27,1527.26,1544.68,1525.71,1542.62,131601
2019-08-28,1542.08,1546.89,1531.89,1541.16,139996
2019-08-29,1539.21,1550.41,1519.8,1527.31,165810
2019-08-30,1527.83,1533.15,1516.95,1520.55,147124
2019-09-02,1532.86,1533.77,1519.39,1529.01,73618
2019-09-03,1529.35,1549.74,1521.66,1547.47,155473
2019-09-04,1546.91,1557.06,1533.9,1552.6,166842
2019-09-05,1552.26,1553.03,1506.36,1518.91,182427
2019-09-06,1517.19,1527.92,1502.59,1505.84,206139
2019-09-09,1507.41,1515.5,1497.64,1498.92,151008
2019-09-10,1498.85,1501.0,1484.52,1486.14,185990
2019-09-11,1485.91,1498.28,1485.17,1496.66,165067
2019-09-12,1497.1,1524.2,1489.28,1499.03,204232
2019-09-13,1498.7,1509.05,1485.82,1488.35,162519
2019-09-16,1505.34,1512.17,1495.93,1498.45,205174
2019-09-17,1498.92,1507.12,1493.46,1501.37,167751
2019-09-18,1501.32,1511.56,1483.45,1493.67,145771
2019-09-19,1493.99,1504.53,1489.01,1498.64,176138
2019-09-20,1499.13,1517.07,1497.97,1516.49,145902
2019-09-23,1513.73,1526.84,1510.63,1522.12,176968
2019-09-24,1522.38,1535.7,1515.64,1531.45,191813
2019-09-25,1532.07,1535.15,1500.4,1503.67,192339
2019-09-26,1503.87,1512.35,1500.29,1504.44,181301
2019-09-27,1504.67,1507.44,1486.84,1496.86,201063
2019-09-30,1494.81,1500.55,1464.53,1472.55,189606
2019-10-01,1471.89,1487.28,1459.1,1479.25,218969
2019-10-02,1478.83,1505.12,1474.54,1499.85,209034
2019-10-03,1499.22,1519.64,1495.81,1504.8,206238
2019-10-04,1505.53,1514.7,1495.81,1504.64,172320
2019-10-07,1512.65,1512.65,1488.06,1493.38,149418
2019-10-08,1493.35,1509.74,1486.89,1505.61,223796
2019-10-09,1505.18,1512.18,1499.92,1505.6,165257
2019-10-10,1505.36,1517.07,1491.14,1493.39,213684
2019-10-11,1493.75,1503.2,1474.05,1488.59,207649
2019-10-14,1487.38,1497.16,1482.85,1493.07,141453
2019-10-15,1493.51,1498.43,1477.24,1481.15,155707
2019-10-16,1481.04,1491.61,1477.08,1489.63,190652
2019-10-17,1490.29,1497.36,1483.48,1491.84,173204
2019-10-18,1491.81,1494.11,1484.93,1490.17,136762
