time,open,high,low,close,tick_volume
2020-02-09,1572.04,1584.99,1561.81,1583.98,575781
2020-02-16,1581.52,1649.27,1578.9,1643.32,683677
2020-02-23,1653.32,1689.35,1562.89,1585.67,1424077
2020-03-01,1591.59,1692.16,1575.41,1674.25,1265883
2020-03-08,1691.8,1703.29,1504.52,1528.79,1152968
2020-03-15,1563.8,1575.33,1451.22,1496.77,1106042
2020-03-22,1502.5,1644.02,1482.35,1621.61,527412
2020-03-29,1628.16,1632.98,1567.84,1615.72,462769
2020-04-05,1615.04,1690.27,1608.77,1683.04,387859
2020-04-12,1685.54,1747.81,1671.74,1681.46,638873
2020-04-19,1678.93,1738.68,1659.45,1726.58,693889
2020-04-26,1726.08,1727.27,1670.32,1699.2,789257
2020-05-03,1697.67,1723.35,1681.47,1701.5,551794
2020-05-10,1701.09,1751.63,1691.99,1742.73,663817
2020-05-17,1744.29,1765.31,1717.12,1735.41,683923
2020-05-24,1731.74,1737.72,1693.7,1729.81,522113
2020-05-31,1735.05,1745.17,1670.72,1684.27,653328
2020-06-07,1682.73,1744.67,1677.37,1729.83,707074
2020-06-14,1726.8,1745.19,1704.22,1743.08,652384
2020-06-21,1753.02,1779.22,1742.78,1770.38,676042
2020-06-28,1775.42,1789.08,1757.44,1773.64,481055
2020-07-05,1773.42,1817.97,1770.0,1798.51,509156
2020-07-12,1795.97,1815.06,1790.6,1809.38,500742
2020-07-19,1808.99,1906.54,1805.71,1901.48,745051
2020-07-26,1901.38,1983.07,1899.57,1975.24,919876
2020-08-02,1978.48,2075.24,1960.49,2035.12,846616
2020-08-09,2033.77,2049.91,1862.6,1943.98,994228
2020-08-16,1946.27,2015.7,1911.47,1940.27,924868
2020-08-23,1940.19,1976.71,1902.78,1963.99,804414
2020-08-30,1965.47,1992.41,1916.36,1933.06,795888
2020-09-06,1929.84,1966.6,1906.41,1940.2,623643
2020-09-13,1940.43,1973.58,1932.84,1950.04,631398
2020-09-20,1949.45,1955.58,1848.73,1860.28,899037
2020-09-27,1857.97,1917.07,1848.41,1899.24,728306
2020-10-04,1904.97,1930.44,1872.86,1930.16,661801
2020-10-11,1928.75,1933.19,1882.5,1898.62,794335
2020-10-18,1899.67,1931.38,1894.28,1901.67,671109
2020-10-25,1902.64,1911.36,1859.94,1878.38,684969
2020-11-01,1877.02,1960.36,1873.44,1951.23,777010
2020-11-08,1954.98,1965.51,1850.53,1889.44,751318
2020-11-15,1888.53,1899.06,1852.72,1870.91,577060
2020-11-22,1868.92,1876.12,1774.33,1786.71,530672
2020-11-29,1789.41,1848.23,1764.23,1838.84,549966
2020-12-06,1837.42,1875.29,1822.07,1839.55,621897
2020-12-13,1836.17,1896.21,1819.51,1880.89,652146
2020-12-20,1882.89,1906.74,1855.04,1879.51,575126
2020-12-27,1882.99,1900.41,1869.17,1893.7,422542
2021-01-03,1908.61,1959.35,1828.2,1849.02,878976
2021-01-10,1851.61,1863.8,1816.86,1827.42,790877
2021-01-17,1828.66,1875.13,1803.58,1856.11,709241
2021-01-24,1856.38,1875.66,1831.37,1848.69,880644
2021-01-31,1859.64,1871.82,1785.03,1813.68,932972
2021-02-07,1815.62,1855.39,1807.75,1824.5,704493
2021-02-14,1825.87,1827.02,1760.64,1783.36,854749
2021-02-21,1784.18,1815.99,1717.22,1734.28,1183033
2021-02-28,1735.92,1759.83,1687.28,1700.35,1117758
2021-03-07,1705.95,1739.86,1676.81,1728.03,971753
2021-03-14,1729.75,1755.51,1719.23,1745.36,838050
2021-03-21,1743.95,1745.5,1721.55,1732.47,737348
2021-03-28,1732.55,1732.89,1677.89,1729.77,596214
2021-04-04,1727.63,1758.7,1721.31,1743.86,601544
2021-04-11,1743.59,1783.87,1723.73,1776.93,641437
2021-04-18,1776.91,1797.85,1763.65,1776.56,485513
2021-04-25,1775.4,1789.97,1756.09,1768.88,428267
2021-05-02,1766.81,1843.29,1766.04,1831.38,433636
2021-05-09,1833.15,1845.74,1808.75,1843.34,515869
2021-05-16,1842.58,1890.04,1842.1,1881.34,484102
2021-05-23,1881.34,1912.75,1872.74,1903.83,446837
2021-05-30,1903.55,1916.6,1855.86,1891.5,398369
2021-06-06,1890.52,1903.64,1869.87,1876.19,381586
2021-06-13,1876.6,1877.66,1760.87,1764.2,491122
2021-06-20,1768.08,1794.94,1766.42,1781.26,444065
2021-06-27,1781.86,1795.08,1750.67,1787.47,397018
2021-07-04,1787.49,1818.34,1784.48,1808.28,411076
2021-07-11,1807.69,1834.14,1791.68,1811.55,431241
2021-07-18,1811.64,1824.89,1790.11,1802.04,422136
2021-07-25,1802.25,1832.65,1792.44,1814.09,397986
2021-08-01,1813.83,1831.72,1758.68,1763.44,369580
2021-08-08,1764.43,1779.93,1679.17,1779.38,423769
2021-08-15,1779.9,1795.51,1770.82,1780.96,410876
2021-08-22,1781.15,1819.28,1776.45,1818.13,341625
2021-08-29,1817.9,1833.99,1801.6,1827.52,323576
2021-09-05,1827.98,1830.28,1782.37,1787.66,350713
2021-09-12,1788.93,1808.65,1745.3,1754.08,420309
2021-09-19,1754.18,1787.2,1737.93,1750.68,419265
2021-09-26,1748.64,1764.31,1721.65,1760.52,430806
2021-10-03,1761.06,1781.36,1745.88,1756.79,435398
2021-10-10,1757.38,1800.59,1750.17,1767.63,383453
2021-10-17,1766.83,1813.84,1760.31,1792.56,440730
2021-10-24,1792.97,1810.41,1771.97,1782.96,430493
2021-10-31,1782.92,1818.28,1758.82,1817.93,424733
2021-11-07,1816.21,1868.66,1812.44,1864.69,450438
2021-11-14,1866.1,1877.13,1843.03,1845.94,410890
2021-11-21,1842.96,1849.08,1778.54,1790.96,432585
2021-11-28,1788.94,1808.77,1761.87,1783.44,525529
2021-12-05,1782.83,1793.1,1770.13,1782.87,411880
2021-12-12,1782.43,1814.25,1751.04,1797.48,381294
2021-12-19,1799.3,1810.75,1784.86,1808.48,263324
2021-12-26,1807.31,1828.61,1789.42,1828.34,282499
2022-01-02,1830.09,1831.69,1782.63,1796.62,419687
2022-01-09,1795.74,1829.22,1790.35,1817.38,416194
2022-01-16,1817.82,1847.93,1805.79,1834.39,428550
2022-01-23,1832.31,1853.88,1780.31,1791.81,518542
2022-01-30,1789.56,1814.92,1785.59,1808.2,390585
2022-02-06,1808.75,1865.5,1807.9,1859.0,406600
2022-02-13,1860.13,1902.49,1844.56,1897.44,520548
2022-02-20,1905.1,1974.41,1878.11,1888.71,549195
2022-02-27,1921.05,1970.77,1890.96,1970.46,545757
2022-03-06,1978.65,2070.27,1958.71,1987.31,642965
2022-03-13,1982.16,1984.08,1895.05,1919.98,398697
2022-03-20,1922.07,1966.12,1910.73,1957.78,367820
2022-03-27,1957.78,1958.37,1890.1,1924.35,466557
2022-04-03,1925.57,1948.21,1915.1,1946.12,433575
2022-04-10,1946.97,1981.55,1939.97,1973.37,359681
2022-04-17,1972.01,1998.36,1926.53,1930.94,488751
2022-04-24,1933.61,1934.43,1872.04,1896.23,507705
2022-05-01,1897.82,1909.79,1850.42,1882.61,455272
2022-05-08,1883.87,1885.63,1799.14,1811.34,541052
2022-05-15,1813.76,1849.43,1791.41,1846.3,486010
2022-05-22,1849.38,1869.7,1840.7,1853.0,404732
2022-05-29,1852.75,1874.11,1828.51,1850.9,343638
2022-06-05,1849.99,1875.92,1825.08,1871.37,396644
2022-06-12,1876.74,1879.02,1805.09,1840.08,567387
2022-06-19,1837.44,1847.76,1816.93,1826.98,400320
2022-06-26,1835.3,1841.04,1784.53,1808.94,380292
2022-07-03,1811.41,1814.3,1732.25,1742.45,398651
2022-07-10,1741.09,1745.36,1697.56,1707.32,405146
2022-07-17,1706.79,1739.25,1680.92,1727.38,389127
2022-07-24,1726.7,1767.94,1711.5,1766.0,429440
2022-07-31,1764.18,1794.94,1754.3,1775.42,455673
2022-08-07,1772.53,1807.92,1770.82,1801.62,384148
2022-08-14,1802.03,1802.27,1745.58,1747.28,388551
2022-08-21,1746.32,1765.5,1727.82,1738.08,404045
2022-08-28,1736.82,1745.52,1688.84,1712.78,422070
2022-09-04,1711.52,1729.52,1691.42,1716.85,423027
2022-09-11,1717.77,1735.13,1654.18,1675.01,465617
2022-09-18,1675.16,1688.06,1639.82,1644.87,457404
2022-09-25,1643.52,1675.42,1614.87,1660.79,533091
2022-10-02,1662.36,1729.48,1659.71,1694.8,464511
2022-10-09,1697.03,1699.88,1640.22,1644.29,472474
2022-10-16,1646.04,1668.42,1617.26,1657.33,463231
2022-10-23,1661.34,1674.97,1638.02,1644.6,497193
2022-10-30,1642.5,1681.74,1616.66,1680.79,472457
2022-11-06,1673.97,1772.78,1664.74,1770.15,498631
2022-11-13,1764.16,1786.51,1747.56,1750.97,486304
2022-11-20,1751.16,1761.16,1726.5,1754.65,360331
2022-11-27,1754.96,1804.54,1739.67,1798.52,476226
2022-12-04,1796.59,1810.0,1765.87,1797.26,454853
2022-12-11,1796.8,1824.51,1773.81,1792.92,476780
2022-12-18,1792.32,1823.8,1783.88,1798.46,435119
2022-12-25,1800.94,1833.32,1797.06,1823.73,298754
2023-01-01,1826.92,1869.88,1824.21,1865.84,390197
2023-01-08,1867.72,1921.91,1866.44,1920.39,448495
2023-01-15,1919.18,1937.52,1896.64,1926.48,421216
2023-01-22,1926.44,1949.24,1911.44,1928.32,398347
2023-01-29,1927.15,1959.78,1861.44,1865.75,475047
2023-02-05,1861.64,1890.28,1852.73,1865.44,435413
2023-02-12,1864.43,1870.48,1818.9,1841.94,413320
2023-02-19,1841.5,1847.51,1808.98,1810.75,366586
2023-02-26,1812.02,1856.3,1804.75,1855.1,390205
2023-03-05,1854.38,1870.19,1809.38,1867.22,384743
2023-03-12,1883.62,1987.88,1871.51,1987.68,595244
2023-03-19,1987.77,2009.8,1934.27,1978.55,547158
2023-03-26,1978.94,1987.56,1944.06,1969.22,411777
2023-04-02,1961.31,2032.07,1949.74,2007.32,338759
2023-04-09,1996.2,2048.76,1981.71,2004.42,399662
2023-04-16,1998.73,2015.05,1969.62,1982.84,422852
2023-04-23,1981.83,2009.34,1974.13,1989.55,458973
2023-04-30,1989.62,2071.72,1977.08,2016.54,445721
2023-05-07,2016.66,2048.18,2000.93,2010.91,457739
2023-05-14,2008.18,2022.19,1951.97,1977.5,432486
2023-05-21,1977.74,1985.24,1936.72,1946.72,499673
2023-05-28,1943.24,1983.43,1932.07,1947.62,354636
2023-06-04,1947.26,1973.0,1938.14,1960.46,351695
2023-06-11,1960.22,1970.9,1924.7,1957.28,403429
2023-06-18,1958.1,1958.73,1910.17,1920.85,365793
2023-06-25,1923.86,1933.36,1893.01,1919.17,373672
2023-07-02,1918.99,1935.08,1902.66,1925.31,324537
2023-07-09,1924.52,1963.77,1912.68,1955.45,383091
2023-07-16,1955.42,1987.46,1945.78,1961.84,375909
2023-07-23,1962.1,1982.2,1942.62,1959.15,386264
2023-07-30,1959.57,1972.42,1925.68,1942.65,360648
2023-08-06,1942.55,1946.71,1910.8,1913.62,326330
2023-08-13,1912.52,1916.2,1885.04,1889.37,361430
2023-08-20,1889.08,1923.35,1884.86,1914.21,359328
2023-08-27,1915.31,1952.91,1912.84,1939.85,339173
2023-09-03,1940.34,1946.36,1915.31,1919.13,298740
2023-09-10,1919.83,1930.73,1901.0,1923.68,342818
2023-09-17,1923.77,1947.42,1913.94,1925.25,301334
2023-09-24,1924.76,1927.16,1846.32,1848.74,314410
2023-10-01,1847.81,1850.59,1810.43,1831.84,394675
2023-10-08,1848.06,1932.41,1844.23,1932.41,403837
2023-10-15,1929.58,1997.17,1908.18,1980.9,453513
2023-10-22,1965.68,2009.36,1953.59,2005.91,445615
2023-10-29,2004.22,2007.89,1969.88,1992.52,424210
2023-11-05,1992.4,1993.14,1933.04,1938.62,403964
2023-11-12,1938.57,1993.42,1931.72,1980.56,398340
2023-11-19,1978.25,2007.57,1965.42,2002.44,376171
2023-11-26,2002.4,2075.36,2000.64,2071.63,455303
2023-12-03,2072.38,2143.85,1994.67,2004.04,490555
2023-12-10,2003.67,2047.91,1973.02,2019.02,450882
2023-12-17,2019.62,2070.65,2016.01,2052.75,381632
2023-12-24,2053.51,2088.48,2052.97,2063.03,271511
2023-12-31,2063.69,2078.88,2024.48,2045.3,350022
2024-01-07,2045.16,2062.24,2013.36,2048.81,428064
2024-01-14,2048.19,2058.63,2001.91,2029.33,386573
2024-01-21,2029.48,2037.81,2009.69,2018.49,377078
2024-01-28,2023.45,2065.41,2019.33,2039.57,407349
2024-02-04,2039.68,2044.6,2014.92,2024.26,421747
2024-02-11,2023.25,2031.84,1984.26,2013.18,383084
2024-02-18,2014.52,2041.34,2011.31,2035.52,352412
2024-02-25,2034.82,2088.35,2024.49,2083.26,367839
2024-03-03,2082.5,2195.19,2079.51,2178.55,491869
2024-03-10,2179.77,2189.01,2150.66,2155.82,562219
2024-03-17,2155.34,2223.08,2146.16,2165.27,607263
2024-03-24,2165.75,2236.24,2163.62,2232.88,484533
2024-03-31,2239.9,2330.52,2228.54,2329.28,754141
2024-04-07,2324.16,2431.52,2302.98,2344.22,962826
2024-04-14,2352.52,2417.94,2324.39,2390.63,1024331
2024-04-21,2388.86,2389.8,2291.51,2337.78,869170
2024-04-28,2336.43,2346.77,2277.34,2301.67,823845
2024-05-05,2304.9,2378.48,2291.85,2360.47,684682
2024-05-12,2361.65,2422.75,2332.17,2413.84,677798
2024-05-19,2416.14,2450.06,2325.43,2333.86,864136
2024-05-26,2338.13,2364.07,2320.64,2327.46,715289
2024-06-02,2327.79,2387.72,2286.82,2293.38,897944
2024-06-09,2294.62,2341.66,2287.79,2332.6,823107
2024-06-16,2331.37,2368.77,2306.62,2321.42,692877
2024-06-23,2321.61,2339.76,2293.66,2326.4,714690
2024-06-30,2327.13,2392.96,2318.56,2391.06,662701
2024-07-07,2385.2,2424.58,2349.49,2411.59,725939
2024-07-14,2411.8,2483.69,2393.86,2400.3,874824
2024-07-21,2401.86,2432.02,2353.14,2387.34,901073
2024-07-28,2388.99,2477.72,2369.68,2441.38,1042599
2024-08-04,2442.1,2458.78,2364.35,2431.07,1173784
2024-08-11,2429.67,2509.76,2423.88,2507.46,852035
2024-08-18,2510.66,2531.72,2470.87,2511.93,888734
2024-08-25,2512.77,2529.04,2493.66,2503.35,848411
2024-09-01,2503.75,2529.22,2471.93,2497.61,817492
2024-09-08,2496.33,2586.08,2485.57,2578.38,888230
2024-09-15,2579.35,2625.79,2546.86,2622.26,901693
2024-09-22,2618.89,2685.58,2613.92,2659.81,969558
2024-09-29,2658.49,2673.11,2624.74,2653.57,924705
2024-10-06,2651.45,2661.45,2604.49,2656.38,961021
2024-10-13,2656.86,2722.54,2638.14,2721.91,909263
2024-10-20,2719.57,2758.45,2708.79,2747.39,974314
2024-10-27,2734.61,2790.1,2724.75,2735.84,948323
2024-11-03,2735.95,2749.97,2643.44,2684.15,1237762
2024-11-10,2685.59,2686.21,2536.85,2561.78,1223434
2024-11-17,2563.07,2715.5,2561.5,2715.34,1121224
2024-11-24,2714.29,2721.38,2605.28,2650.39,1066909
2024-12-01,2652.29,2657.21,2613.42,2632.67,1055182
2024-12-08,2644.77,2726.16,2627.55,2648.8,1044060
2024-12-15,2652.63,2664.42,2582.92,2623.03,972991
2024-12-22,2621.51,2639.13,2608.16,2621.54,533123
2024-12-29,2618.93,2665.36,2596.2,2639.98,638257
2025-01-05,2642.74,2697.88,2614.79,2688.96,950320
2025-01-12,2690.82,2724.76,2656.76,2702.92,1026468
2025-01-19,2704.56,2786.02,2689.37,2771.48,958999
2025-01-26,2770.61,2817.11,2730.59,2798.47,746497
2025-02-02,2797.69,2886.8,2772.21,2861.3,840432
2025-02-09,2858.37,2942.71,2854.81,2882.5,812512
2025-02-16,2884.74,2954.94,2878.15,2935.89,666622
2025-02-23,2934.55,2956.29,2832.7,2859.06,794503
2025-03-02,2856.12,2930.54,2855.87,2911.94,814993
2025-03-09,2911.53,3004.97,2880.25,2986.24,699480
2025-03-16,2985.02,3057.58,2982.31,3022.94,597608
2025-03-23,3016.09,3086.76,3002.48,3084.2,744243
2025-03-30,3086.99,3167.72,3015.83,3037.34,886522
2025-04-06,3007.64,3245.37,2956.56,3237.53,1112959
2025-04-13,3228.56,3357.74,3193.76,3327.24,683026
2025-04-20,3333.47,3500.12,3260.33,3318.62,1018349
2025-04-27,3324.76,3353.06,3202.04,3240.3,820887
2025-05-04,3239.46,3438.27,3237.44,3327.15,928827
2025-05-11,3287.31,3303.19,3120.57,3201.0,943707
2025-05-18,3219.99,3365.95,3204.84,3357.9,877086
2025-05-25,3355.33,3356.81,3245.53,3288.72,774476
2025-06-01,3298.26,3380.46,3295.92,3379.54,156924
